id_a,name_a,category_a,source_a,id_b,name_b,category_b,source_b,distance_m,coordinate_basis_a,coordinate_basis_b,rule,priority,status,reason,action
osm-node-4326403489,ファミリーマート,convenience,node/4326403489,osm-node-4326414389,ファミリーマート,convenience,node/4326414389,543.5,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4354767908,コスモス,drugstore,node/4354767908,osm-node-4466387201,コスモス,pharmacy,node/4466387201,16.1,original_node,original_node,same_name_within_1000m,high,pending,名称と代表位置の近さだけでは同一施設と確定できない。敷地と建物の別登録、同名支店を確認する必要がある。,ID維持・未統合
osm-node-4354827193,田中眼科,clinic,node/4354827193,osm-node-4354929289,ひかり皮フ科,clinic,node/4354929289,62.7,original_node,original_node,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-node-4354827193,田中眼科,clinic,node/4354827193,osm-node-4466386290,五嶋内科クリニック,clinic,node/4466386290,73.3,original_node,original_node,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-node-4355083195,アルク,supermarket,node/4355083195,osm-node-4355096689,Best,supermarket,node/4355096689,51.0,original_node,original_node,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-node-4407663993,セブンイレブン,convenience,node/4407663993,osm-node-4466343604,セブンイレブン,convenience,node/4466343604,930.3,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4445151294,セブンイレブン,convenience,node/4445151294,osm-node-5336882589,セブンイレブン,convenience,node/5336882589,676.1,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4514601788,セブンイレブン,convenience,node/4514601788,osm-node-4823246364,セブンイレブン,convenience,node/4823246364,988.8,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4605758989,ファミリーマート,convenience,node/4605758989,osm-node-4607181745,ファミリーマート,convenience,node/4607181745,948.0,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4622724795,ヤマザキショップ,convenience,node/4622724795,osm-way-1121030699,JA山口県JA​長門​大津​俵山 Yショップ俵山店,convenience,way/1121030699,43.9,original_node,saved_representative_point,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-node-4623459001,青葉こどもクリニック,clinic,node/4623459001,osm-node-4623459002,新下関耳鼻クリニック,clinic,node/4623459002,18.8,original_node,original_node,same_category_within_75m,high,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-node-4623459001,青葉こどもクリニック,clinic,node/4623459001,osm-node-4623459003,井町婦人科,clinic,node/4623459003,55.8,original_node,original_node,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-node-4623459002,新下関耳鼻クリニック,clinic,node/4623459002,osm-node-4623459003,井町婦人科,clinic,node/4623459003,74.5,original_node,original_node,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-node-4623471429,ローソン,convenience,node/4623471429,osm-node-4623485325,ローソン,convenience,node/4623485325,789.8,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4629000067,セブン-イレブン,convenience,node/4629000067,osm-node-4629022506,セブン-イレブン,convenience,node/4629022506,484.5,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4629000067,セブン-イレブン,convenience,node/4629000067,osm-node-4634601654,セブン-イレブン,convenience,node/4634601654,751.9,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4629022506,セブン-イレブン,convenience,node/4629022506,osm-node-4634601654,セブン-イレブン,convenience,node/4634601654,705.1,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4634596659,筒井整形外科,clinic,node/4634596659,osm-node-4634596661,いけだ内科,clinic,node/4634596661,26.8,original_node,original_node,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-node-4812744815,セブン-イレブン,convenience,node/4812744815,osm-node-827126224,セブン-イレブン,convenience,node/827126224,822.8,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4814879241,たなべ内科,clinic,node/4814879241,osm-node-4814879243,長井整形外科,clinic,node/4814879243,33.4,original_node,original_node,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-node-4818155054,マックスバリュ,supermarket,node/4818155054,osm-way-351442237,マックスバリュ,supermarket,way/351442237,728.2,original_node,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4820293999,ファミリーマート,convenience,node/4820293999,osm-node-4864225363,ファミリーマート,convenience,node/4864225363,923.8,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4820335896,セブンイレブン,convenience,node/4820335896,osm-node-4820354062,セブンイレブン,convenience,node/4820354062,430.7,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4820335896,セブンイレブン,convenience,node/4820335896,osm-node-4881580439,セブンイレブン,convenience,node/4881580439,974.8,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4820335896,セブンイレブン,convenience,node/4820335896,osm-node-5003068016,セブンイレブン,convenience,node/5003068016,910.5,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4820354062,セブンイレブン,convenience,node/4820354062,osm-node-5003068016,セブンイレブン,convenience,node/5003068016,844.5,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4825327464,ファミリーマート,convenience,node/4825327464,osm-node-4864225362,ファミリーマート,convenience,node/4864225362,587.4,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4825327464,ファミリーマート,convenience,node/4825327464,osm-node-4864225363,ファミリーマート,convenience,node/4864225363,915.4,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4826868298,セブン-イレブン,convenience,node/4826868298,osm-way-401695611,セブン-イレブン,convenience,way/401695611,923.1,original_node,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4864137486,原医院,clinic,node/4864137486,osm-node-4864138322,古屋敷医院,clinic,node/4864138322,35.3,original_node,original_node,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-node-4864205029,ながみつクリニック,clinic,node/4864205029,osm-node-4864205030,澤内科消化器科,clinic,node/4864205030,35.1,original_node,original_node,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-node-4864212746,セブンイレブン,convenience,node/4864212746,osm-node-4990095795,セブンイレブン,convenience,node/4990095795,731.2,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4864225362,ファミリーマート,convenience,node/4864225362,osm-node-4864225363,ファミリーマート,convenience,node/4864225363,328.0,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4864225363,ファミリーマート,convenience,node/4864225363,osm-node-4941732256,ファミリーマート,convenience,node/4941732256,906.3,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4886834754,セブンイレブン,convenience,node/4886834754,osm-node-4886882646,セブンイレブン,convenience,node/4886882646,678.3,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4894697972,セブン-イレブン,convenience,node/4894697972,osm-way-483838363,セブン-イレブン,convenience,way/483838363,779.5,original_node,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-4990095795,セブンイレブン,convenience,node/4990095795,osm-node-5454433650,セブンイレブン,convenience,node/5454433650,862.6,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-5003068016,セブンイレブン,convenience,node/5003068016,osm-node-5454433650,セブンイレブン,convenience,node/5454433650,301.9,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-5050356350,セブン-イレブン,convenience,node/5050356350,osm-way-672454065,セブン-イレブン,convenience,way/672454065,33.8,original_node,saved_representative_point,same_name_within_1000m,high,pending,名称と代表位置の近さだけでは同一施設と確定できない。敷地と建物の別登録、同名支店を確認する必要がある。,ID維持・未統合
osm-node-5148212453,セブン-イレブン,convenience,node/5148212453,osm-way-404858858,セブン-イレブン,convenience,way/404858858,955.4,original_node,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-5336400779,セブンイレブン,convenience,node/5336400779,osm-node-5336410896,セブンイレブン,convenience,node/5336410896,230.3,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-5344701143,フジ,supermarket,node/5344701143,osm-way-378114877,フジ 西宇部店,supermarket,way/378114877,27.0,original_node,saved_representative_point,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-node-5411899937,ファミリーマート,convenience,node/5411899937,osm-node-5412395602,ファミリーマート,convenience,node/5412395602,790.7,original_node,original_node,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-5456594526,セブン-イレブン,convenience,node/5456594526,osm-way-352906170,セブン-イレブン,convenience,way/352906170,246.8,original_node,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-5463868168,ディスカウントドラッグ コスモス,mall,node/5463868168,osm-node-5482411383,ディスカウントドラッグコスモス,drugstore,node/5482411383,15.6,original_node,original_node,same_name_within_1000m,high,pending,名称と代表位置の近さだけでは同一施設と確定できない。敷地と建物の別登録、同名支店を確認する必要がある。,ID維持・未統合
osm-node-6014468885,セブンイレブン,convenience,node/6014468885,osm-way-312146297,セブンイレブン,convenience,way/312146297,490.5,original_node,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-6014468885,セブンイレブン,convenience,node/6014468885,osm-way-314789355,セブンイレブン,convenience,way/314789355,760.3,original_node,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-6014468885,セブンイレブン,convenience,node/6014468885,osm-way-338243027,セブンイレブン,convenience,way/338243027,998.2,original_node,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-6168362552,イオン,mall,node/6168362552,osm-way-297142744,イオンモール,mall,way/297142744,33.3,original_node,saved_representative_point,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-node-6194948420,セブン-イレブン 岩国旭町店,convenience,node/6194948420,osm-way-661710556,セブン-イレブン 岩国旭町店,convenience,way/661710556,404.6,original_node,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-6194948420,セブン-イレブン 岩国旭町店,convenience,node/6194948420,osm-way-661710569,セブン-イレブン 岩国旭町店,convenience,way/661710569,332.5,original_node,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-6194948464,セブン-イレブン 岩国旭町店,convenience,node/6194948464,osm-way-661710574,セブン-イレブン 岩国旭町店,convenience,way/661710574,118.6,original_node,saved_representative_point,same_name_within_1000m,high,pending,名称と代表位置の近さだけでは同一施設と確定できない。敷地と建物の別登録、同名支店を確認する必要がある。,ID維持・未統合
osm-node-6207423482,ローソン,convenience,node/6207423482,osm-way-663128840,ローソン,convenience,way/663128840,229.8,original_node,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-9077221319,セブンイレブン,convenience,node/9077221319,osm-way-309383557,セブンイレブン,convenience,way/309383557,317.8,original_node,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-9235014219,セブンイレブン,convenience,node/9235014219,osm-way-315258112,セブンイレブン,convenience,way/315258112,918.1,original_node,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-node-9472242519,ウォンツ 宇部亀浦店,drugstore,node/9472242519,osm-way-1027461546,ウォンツ 宇部亀浦店,drugstore,way/1027461546,3.8,original_node,saved_representative_point,same_name_within_1000m,high,pending,名称と代表位置の近さだけでは同一施設と確定できない。敷地と建物の別登録、同名支店を確認する必要がある。,ID維持・未統合
osm-node-9472329366,ウェスタまるき 西割店,supermarket,node/9472329366,osm-way-477971690,まるき,supermarket,way/477971690,9.6,original_node,saved_representative_point,same_category_within_75m,high,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-way-1005110398,セブン-イレブン,convenience,way/1005110398,osm-way-483838363,セブン-イレブン,convenience,way/483838363,394.1,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-1120637407,ファミリーマート,convenience,way/1120637407,osm-way-862156891,ファミリーマート,convenience,way/862156891,634.2,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-1121040368,セブン-イレブン,convenience,way/1121040368,osm-way-560979798,セブン-イレブン,convenience,way/560979798,487.8,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-1121040368,セブン-イレブン,convenience,way/1121040368,osm-way-560984476,セブン-イレブン,convenience,way/560984476,716.4,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-1338403043,セブン-イレブン,convenience,way/1338403043,osm-way-405934628,セブン-イレブン,convenience,way/405934628,516.6,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-1338403053,コスモス,drugstore,way/1338403053,osm-way-880501227,コスモス,drugstore,way/880501227,672.7,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-1540363416,セブン-イレブン,convenience,way/1540363416,osm-way-316211441,セブン-イレブン,convenience,way/316211441,746.8,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-1540363416,セブン-イレブン,convenience,way/1540363416,osm-way-405934628,セブン-イレブン,convenience,way/405934628,886.9,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-207839148,ファミリーマート,convenience,way/207839148,osm-way-842044096,ファミリーマート,convenience,way/842044096,985.6,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-313906376,ファミリーマート,convenience,way/313906376,osm-way-381165992,ファミリーマート,convenience,way/381165992,565.5,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-313908909,アルク,supermarket,way/313908909,osm-way-314791993,アルク,supermarket,way/314791993,982.5,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-314205803,セブンイレブン,convenience,way/314205803,osm-way-364445789,セブンイレブン,convenience,way/364445789,571.9,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-314358539,ファミリーマート,convenience,way/314358539,osm-way-381165992,ファミリーマート,convenience,way/381165992,770.2,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-314669388,ローソン,convenience,way/314669388,osm-way-336321851,ローソン,convenience,way/336321851,783.6,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-314789355,セブンイレブン,convenience,way/314789355,osm-way-338243027,セブンイレブン,convenience,way/338243027,517.8,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-316211441,セブン-イレブン,convenience,way/316211441,osm-way-404858858,セブン-イレブン,convenience,way/404858858,526.6,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-328492845,アルク,supermarket,way/328492845,osm-way-92831078,アルク,supermarket,way/92831078,660.1,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-328496342,千治松内科,clinic,way/328496342,osm-way-328497286,明石整形外科,clinic,way/328497286,28.0,saved_representative_point,saved_representative_point,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-way-336582998,新南陽整形外科,clinic,way/336582998,osm-way-375085357,上田内科小児科,clinic,way/375085357,67.7,saved_representative_point,saved_representative_point,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-way-341675062,セブン-イレブン,convenience,way/341675062,osm-way-365430191,セブン-イレブン,convenience,way/365430191,794.8,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-363127829,セブンイレブン,convenience,way/363127829,osm-way-363844088,セブンイレブン,convenience,way/363844088,981.9,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-363844088,セブンイレブン,convenience,way/363844088,osm-way-364445789,セブンイレブン,convenience,way/364445789,779.5,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-369461955,セブンイレブン,convenience,way/369461955,osm-way-369542670,セブンイレブン,convenience,way/369542670,503.8,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-376175645,セブン-イレブン,convenience,way/376175645,osm-way-552712570,セブン-イレブン,convenience,way/552712570,726.6,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-376923076,ファミリーマート,convenience,way/376923076,osm-way-382245225,ファミリーマート,convenience,way/382245225,689.1,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-378467855,まつばら薬局,pharmacy,way/378467855,osm-way-549537614,佐村薬局,pharmacy,way/549537614,42.1,saved_representative_point,saved_representative_point,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-way-378567939,荒川耳鼻咽喉科,clinic,way/378567939,osm-way-549103339,岡本医院,clinic,way/549103339,69.7,saved_representative_point,saved_representative_point,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-way-378567984,ローソン,convenience,way/378567984,osm-way-549534088,ローソン,convenience,way/549534088,329.6,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-405835932,セブン-イレブン,convenience,way/405835932,osm-way-405835933,セブン-イレブン,convenience,way/405835933,571.1,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-444114318,木村医院,clinic,way/444114318,osm-way-444114321,岡本医院,clinic,way/444114321,29.7,saved_representative_point,saved_representative_point,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-way-450577272,小野田赤十字病院,hospital,way/450577272,osm-way-450577273,小野田赤十字病院,hospital,way/450577273,107.9,saved_representative_point,saved_representative_point,same_name_within_1000m,high,pending,名称と代表位置の近さだけでは同一施設と確定できない。敷地と建物の別登録、同名支店を確認する必要がある。,ID維持・未統合
osm-way-549154587,ディスカウントドラッグコスモス,drugstore,way/549154587,osm-way-549154604,ディスカウントドラッグコスモス,drugstore,way/549154604,584.6,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
osm-way-549154606,江本内科,clinic,way/549154606,osm-way-549154607,江本智子ウィメンズクリニック,clinic,way/549154607,20.8,saved_representative_point,saved_representative_point,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-way-549554510,いそべ整形外科,clinic,way/549554510,osm-way-549554511,今村皮膚科形成外科医院,clinic,way/549554511,20.9,saved_representative_point,saved_representative_point,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-way-551528863,ニコニコ耳鼻科,clinic,way/551528863,osm-way-551528864,野瀬内科小児科,clinic,way/551528864,28.1,saved_representative_point,saved_representative_point,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-way-553055014,永田消化器内科クリニック,clinic,way/553055014,osm-way-553055015,田中小児科医院,clinic,way/553055015,51.0,saved_representative_point,saved_representative_point,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-way-555622794,徳久内科医院,clinic,way/555622794,osm-way-555622803,寺西眼科,clinic,way/555622803,69.1,saved_representative_point,saved_representative_point,same_category_within_75m,normal,pending,名称が異なる近接記録。別施設・館内テナント・旧名の可能性があり、距離だけでは統合できない。,ID維持・未統合
osm-way-560979798,セブン-イレブン,convenience,way/560979798,osm-way-560984476,セブン-イレブン,convenience,way/560984476,431.6,saved_representative_point,saved_representative_point,same_name_within_1000m,normal,pending,同名でも代表位置が150mを超えて離れている。支店名未登録・位置の誤り・同一敷地の別建物を区別できない。,ID維持・未統合
